symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,categories
RESOLVUSDT,RESOLV,Speculative,,0.0336,1777131.34292,-2.609,33.9031639308368,0.000674985081782392,0.055614,0.076053,1.0686694602409055,0.7350427350427351,0.7350427350427351,1.216716967396238,0.02050470817386072,0.03761388888888889,0.10581666666666667,rsi_bullish_divergence|downtrend,1,1,mixte,312,0,0,30,,,15.5,37.0,38.5,68.0,50.0,41.08,False,
FUNUSDT,FUN,Speculative,,0.000437,3795697.631267,7.371,23.427158880812797,-6.79109047347754e-05,0.0011898,0.002243835,2.1644129719742233,0.7531865585168019,0.7531865585168019,5.027145954262919,0.17565617535407008,0.0008835555555555556,0.0015077222222222221,rsi_bullish_divergence|double_top_90d|uptrend|doji_4h,2,1,haussier,365,0,0,30,,,17.0,37.0,22.0,68.0,62.5,40.78,False,
BIFIUSDT,BIFI,Speculative,,50.7,2187321.1308,-5.234,22.480044981090117,-2.596402127906586,99.64399999999999,131.5365,1.637043207566722,0.7261455525606468,0.7261455525606468,3.9280533996752465,0.34375215745761406,79.88611111111112,164.26666666666668,rsi_bullish_divergence|downtrend|doji_4h,1,1,mixte,365,0,0,30,,,17.0,37.0,34.0,68.0,50.0,40.7,False,
PARTIUSDT,PARTI,Speculative,,0.0426,1847952.70051,-1.617,27.246259095709576,-0.002245055408943923,0.078466,0.0910725,2.297086520060999,0.6158038147138964,0.6158038147138964,1.8733470434766566,0.11171354345564515,0.05973333333333333,0.1061,rsi_bullish_divergence|double_top_90d|downtrend,1,2,baissier,365,0,0,30,,,17.0,46.0,28.0,68.0,37.5,40.62,False,
SENTUSDT,SENT,Mid,251,0.01633,669452.60343,-4.223,43.34770566686493,0.00026606264124843767,0.0191812,,0.8749647808643947,0.6759741612836007,0.6593040216711815,0.023183128255614534,,0.015976176470588233,0.03317823529411765,downtrend,0,1,baissier,87,0,0,60,,,23.4,36.0,45.0,63.5,37.5,40.55,False,Artificial Intelligence (AI)|Smart Contract Platform|Ethereum Ecosystem|Binance Alpha Spotlight|Binance Wallet IDO
ENSOUSDT,ENSO,Speculative,,0.868,1529827.84483,-6.365,38.44344086735665,0.009492621578546467,1.09606,,0.6293630045405876,0.6812734082397004,0.6730337078651686,0.360233049317638,0.07851850055888213,0.8133055555555555,1.806833333333333,downtrend,0,1,baissier,187,0,0,30,,,12.1,36.0,49.0,68.0,37.5,39.8,False,
WANUSDT,WAN,Speculative,,0.05627,139512.27043,-2.832,34.12677859733924,-0.0004852530303458445,0.065259,0.07029575,0.5892370832795789,0.2681198910081745,0.23324250681198921,0.5405754219370398,0.5902352341481323,0.05958055555555555,0.07134055555555556,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,17.0,28.0,83.5,47.0,37.5,39.35,False,
GUNUSDT,GUN,Speculative,733,0.01524,1604383.63651,-11.033,41.79981749640095,0.00012949105845213508,0.018052,0.01960695,1.5158748739428995,0.597410071942446,0.5623021582733813,0.5917571145155295,0.22264095502436623,0.015483333333333333,0.03136027777777778,downtrend,0,1,baissier,365,0,0,60,,,17.0,37.0,28.0,74.0,37.5,39.12,False,Smart Contract Platform|Gaming (GameFi)|Binance Launchpool|Solana Ecosystem|Layer 1 (L1)
OPNUSDT,OPN,Speculative,750,0.1789,3642634.33072,-10.01,42.800654276394994,0.008239703671898982,,,1.4210667152559047,0.5834013605442177,0.5156462585034014,0.1492520755191543,,0.1614611111111111,0.3467166666666667,,0,0,neutre,45,0,0,30,,,8.2,36.0,34.5,68.0,50,38.72,False,
FIOUSDT,FIO,Speculative,,0.00212,1634999.01896,-4.072,17.216116234018983,-0.0002490887368012916,0.0068303999999999995,0.0102143,1.3248635051966489,0.8950248756218905,0.8950248756218905,6.029062661150828,0.1887528262007702,0.004601944444444445,0.011314999999999999,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,17.0,37.0,32.5,68.0,37.5,38.6,False,
DEGOUSDT,DEGO,Speculative,,0.174,3868797.16857,-15.942,33.99945636887681,-0.0011306790733597374,0.43927999999999995,0.5946,2.34465644831257,0.8458262350936967,0.8458262350936967,6.26591644709483,0.14246059003233424,0.27075,0.7585833333333334,breakdown_30d|macd_bearish_cross,0,2,baissier,365,0,0,30,,,17.0,46.0,22.0,68.0,25.0,37.85,False,
DENTUSDT,DENT,Speculative,,9.7e-05,2738172.138274,-17.094,23.832080939199955,-4.369244242375311e-06,0.00020254000000000002,0.00027560999999999997,1.4832554155850053,0.7280453257790368,0.7280453257790368,9.037720942470095,0.27195342779131726,0.00013666666666666666,0.0002698611111111111,breakdown_30d|macd_bullish_cross|macd_bearish_cross|downtrend,1,3,baissier,365,0,0,30,,,17.0,37.0,38.5,68.0,25.0,37.62,False,
SIGNUSDT,SIGN,Speculative,577,0.0189,2844048.53108,-4.93,26.494751498761374,-0.001357698576747069,0.0373596,0.03817275,1.9772022905790445,0.6618971913089561,0.6618971913089561,0.8852767112950045,0.11842096575731312,0.024196666666666665,0.04941194444444444,downtrend,0,1,baissier,356,0,0,60,,,16.8,28.0,28.0,74.0,37.5,36.38,False,Analytics|BNB Chain Ecosystem|Ethereum Ecosystem|Zero Knowledge (ZK)|Base Ecosystem
