symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,outperf_prob_7d,bull_prob_7d_legacy,score_model,market_regime,alt_index_30d,alt_index_90d
CVCUSDT,CVC,Speculative,702,0.03128,1263504.29721,2.423,69.37601285174931,0.00023945350028459688,0.0221246,0.025198,1.3577744768551256,0.23785284590467384,0.02795031055900615,3.9743109250664204,0.33425098979558593,0.017574444444444445,0.02810416666666667,uptrend,1,0,haussier,365,0,0,30,,,17.0,75.0,79.0,68.0,60.8,49.7,60.02,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Près du plus haut 90j (résistance),31441846,31441846,1000000000.0,1000000000.0,,100.0,,,,49.7,69,ml_gb+alt_blend,Altseason en formation,83.0,64.3
HAEDALUSDT,HAEDAL,Speculative,,0.02205,225705.083714,3.473,66.4830451204597,0.0002341549103619349,0.0186184,0.0229967,0.687916915325812,0.19336706014614954,0.0,0.5222488397842201,0.48330383915412656,0.015099999999999999,0.020391666666666666,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,89.5,47.0,60.8,49.7,54.26,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),,,,,,,44200339,$44M,48.34,49.7,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ONDOUSDT,ONDO,Etabli,40,0.554,34106041.39342,2.441,74.7290434543911,0.019051049901781792,0.3738080000000001,0.3384639999999999,1.129394800218872,0.22235576923076916,0.0,0.8090480789473758,0.5220074508689847,0.32084999999999997,0.4334583333333334,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,45.0,73.0,79.0,78.5,34.4,49.7,65.56,-2.6,≈ Neutre vs BTC,False,False,,0,🔥 Trending #9 sur CoinGecko,9,,49.7,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),2681835457,5507605975,4869330647.0,10000000000.0,10000000000.0,48.7,,,,49.7,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PARTIUSDT,PARTI,Speculative,,0.0266,1066324.56679,0.758,58.197507243793915,0.0004280945027103459,0.024158,0.04578150000000002,0.7937576214803657,0.5685483870967742,0.4657258064516129,0.548962379027579,0.21845072665273707,0.022458333333333327,0.0423388888888889,,0,0,neutre,365,0,0,30,,,17.0,66.0,53.5,68.0,50,49.7,49.91,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.5 (épuisement),,,,,,,,,,49.7,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DUSKUSDT,DUSK,Mid,466,0.0899,660575.8155,0.785,64.52817097251805,0.0016797530100954921,0.072828,0.0962955,0.9141893403500834,0.30844553243574047,0.018579234972677522,0.4091141018212401,0.6484831618131403,0.06076666666666665,0.083575,resistance_test,0,1,baissier,365,0,0,30,,,31.0,57.0,77.5,57.5,37.8,49.7,54.33,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),54397012,54398336,605950117.0979198,605977797.2983258,1000000000.0,100.0,,,,49.7,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TSLABUSDT,TSLAB,Speculative,923,371.84,4769144.59459,-2.644,56.066839201899114,0.40764102311737727,356.00239999999997,,0.408120809285671,0.2988137072238862,0.12303955095398697,0.23587116824410226,0.3945432964660392,316.0955555555556,404.78138888888884,doji_4h,0,0,neutre,108,0,0,30,,,10.0,45.0,83.5,68.0,50,49.7,47.66,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.2 (épuisement),19606644,19606648,52752.53678972,52753.55332926,,100.0,,,,49.7,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MANTAUSDT,MANTA,Speculative,656,0.07174,379826.860245,1.128,65.49124550657908,0.0009738241059951505,0.06075160000000001,0.06708424999999998,0.6268206808644736,0.24925655582589895,0.03041362530413628,0.5959229077454019,0.3794777305631904,0.056297499999999986,0.06806499999999999,double_bottom_90d|downtrend,1,1,mixte,365,0,0,30,,,17.0,57.0,89.5,47.0,43.9,49.7,53.25,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),34278726,71115197,482016891.6477506,1000000000.0,1000000000.0,48.2,28143374,$28M,1.19,49.7,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NBISBUSDT,NBISB,Speculative,,238.65,621041.29708,-3.824,57.14096877208453,1.9515496393174727,225.57219999999998,,0.6759676646367521,0.3337899946968358,0.1449607681559242,0.030077754241725964,,179.41031250000003,251.77375,uptrend,1,0,haussier,82,0,0,30,,,9.2,45.0,63.0,57.5,60.8,49.7,42.34,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.0 (épuisement),,,,,,,,,,49.7,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MMTUSDT,MMT,Speculative,639,0.1735,402093.12089,0.696,57.48096504377593,0.003055460728317497,0.167842,0.14779199999999998,0.9084316923017038,0.4992150706436422,0.31828885400313983,0.1417022498052313,0.2654256570254848,0.14775555555555556,0.2078000000000001,rsi_bearish_divergence|downtrend,0,2,baissier,327,0,0,30,,,16.0,73.0,62.5,47.0,20.6,49.7,50.95,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.1 (épuisement)|Divergence RSI baissière,35453491,173710367,204095424.0,1000000000.0,1000000000.0,20.4,4219238,$4M,-5.05,49.7,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
OSMOUSDT,OSMO,Speculative,721,0.0379,235899.079735,-0.785,61.63902703654457,0.00033487178974050675,0.03407600000000001,0.03743899999999998,0.6181741484069266,0.2928759894459103,0.13963963963963974,0.4984533423937768,0.3592104637047348,0.02818888888888888,0.03826666666666668,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,73.0,47.0,34.4,49.7,48.69,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.5 (épuisement),30066148,37049538,789906232.125907,973375819.462613,1000000000.0,81.2,11611838,$12M,3.95,49.7,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
COHRBUSDT,COHRB,Speculative,,296.81,212879.94469,-0.556,49.330545866762755,0.6798823653692407,301.74080000000004,,0.6795720453581668,0.31761338730887245,0.2346904571590645,0.025893919716213347,,270.68428571428575,356.71095238095234,doji_4h,0,0,neutre,53,0,0,30,,,8.5,45.0,63.0,47.0,50,49.7,40.65,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.0 (épuisement),,,,,,,,,,49.7,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SHELLUSDT,SHELL,Speculative,,0.02822,450820.804216,1.183,71.88574391063334,0.0007060817232850433,0.022283599999999994,0.026575900000000006,0.7181040810264983,0.2552301255230126,0.009486999297259291,0.7477618164747764,0.4760219698889229,0.01870555555555555,0.025103333333333328,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,77.5,47.0,34.4,49.7,49.78,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Près du plus haut 90j (résistance),,,,,,,,,,49.7,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DIAUSDT,DIA,Speculative,925,0.1629,333915.70741,3.167,71.08244873499666,0.0036964095366426907,0.134422,0.14856200000000003,0.6900548803684611,0.264748201438849,0.0,0.19716138399716737,0.29373066237806156,0.10169999999999996,0.14848611111111112,,0,0,neutre,365,0,0,30,,,17.0,48.0,71.5,47.0,50,49.7,45.95,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),19521547,27537442,119676104.0,168817248.0,200000000.0,70.9,,,,49.7,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
IOUSDT,IO,Mid,399,0.1711,2458568.397071,6.604,68.66296010851043,0.00374235378821263,0.13266200000000003,0.13896349999999993,0.8508124655522231,0.3815642458100558,0.04692737430167593,1.2080766629115625,0.6540328016133459,0.11792777777777778,0.16990833333333336,rsi_bearish_divergence|downtrend,0,2,baissier,365,0,0,30,,,31.0,66.0,77.5,68.0,20.6,49.7,57.45,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,67745529,136005020,397416158.3784961,797847376.9146299,800000000.0,49.8,,,,49.7,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
METABUSDT,METAB,Speculative,,747.42,360114.99484,-3.194,71.45026143492734,6.78201184457388,621.2149999999999,,0.48677993914529477,0.20293754410726886,0.03675721671415493,0.08673988387550408,,554.0888571428571,697.5571428571429,,0,0,neutre,89,0,0,30,,,9.4,36.0,90.0,47.0,50,49.7,44.11,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,4,⚠️ Surveiller,Volume ×0.1 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.7,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BONKUSDT,BONK,Mid,142,3.68e-06,3385638.37376827,-1.867,65.06643590023765,9.681515542030216e-08,2.9026e-06,4.569500000000001e-06,1.0269119377718916,0.5522088353413654,0.2610441767068273,0.38322526711137067,0.5840064279204863,2.4427777777777777e-06,4.228611111111112e-06,doji_4h,0,0,neutre,365,0,0,30,,,31.0,48.0,53.5,68.0,50,49.7,46.79,-2.6,≈ Neutre vs BTC,False,False,,0,,,,49.7,2,,Volume ×0.4 (épuisement),324623817,324623817,87994382824124.97,87994382824338.28,87995282867000.55,100.0,11627853,$12M,3.81,49.7,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
EIGENUSDT,EIGEN,Mid,167,0.2704,8412621.787144,9.785,69.40197297194129,0.00494090732354254,0.2045620000000001,0.20114200000000007,0.9527377696941961,0.330793905372895,0.0,1.0543145437918153,0.4227117381924002,0.17480833333333334,0.24571388888888887,golden_cross,1,0,haussier,365,0,0,30,,,31.0,82.0,77.5,78.5,61.7,49.6,66.64,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Près du plus haut 90j (résistance),250106614,498033620,927642651.4457183,1847201162.015255,,50.2,7040270020,$7.0B,1.52,49.6,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
EGLDUSDT,EGLD,Mid,236,4.618,460118.41568,0.282,58.810895161142334,0.009784519966738181,3.7736,3.586699999999999,1.4300306955796074,0.28894756695586565,0.12787627310448887,0.24014936244827334,0.33438120443752395,2.632777777777777,4.643361111111111,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,73.0,62.5,47.0,68.8,49.6,57.61,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.2 (épuisement),142267489,142267489,30827889.0,30827889.0,,100.0,,,,49.6,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FTTUSDT,FTT,Speculative,,0.2562,416554.68904,-0.117,59.21264029019549,0.004292626498726075,0.22206600000000004,0.2594000000000001,1.2592346691100451,0.19346733668341715,0.12525597269624578,1.1303714847074178,0.21371393897101068,0.19645555555555558,0.2531,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,75.0,68.5,47.0,59.5,49.6,55.73,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,0,,,,,,,,,,,,49.6,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GNSUSDT,GNS,Speculative,,0.48,564659.59885,0.0,55.00538660457695,0.008927311606177653,0.49206000000000005,0.5796549999999999,0.6240746011543109,0.3650546021840874,0.24804992199687992,2.0074510900962896,0.4369259813909193,0.4425555555555556,0.6194444444444444,support_bounce|downtrend,1,1,mixte,365,0,0,30,,,17.0,64.0,73.0,57.5,44.0,49.6,52.68,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,0,,,,,,,,,13987420,$14M,9.63,49.6,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DOLOUSDT,DOLO,Speculative,,0.03169,454760.548331,3.359,72.33612091463539,0.0006779117346787525,0.025422999999999994,0.027839449999999998,0.6643819673867369,0.15610766045548663,0.0,0.9827516422139082,0.47703768732739044,0.021364722222222222,0.02828055555555555,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,57.0,89.5,47.0,70.3,49.6,54.83,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,RSI 72 (surachat)|Près du plus haut 90j (résistance),,,,,,,362006016,$362M,3.53,49.6,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BELUSDT,BEL,Speculative,,0.1331,287351.43106,1.603,64.02950549364316,0.001088291502048551,0.11662400000000003,0.10794799999999993,0.5105595950034011,0.2600790513833992,0.0,0.276534915926491,0.38457845876750735,0.0970222222222222,0.12638055555555552,rsi_bearish_divergence|doji_4h,0,1,baissier,365,0,0,30,,,17.0,73.0,88.0,47.0,36.2,49.6,58.31,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,6,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,,,,49.6,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GPSUSDT,GPS,Mid,382,0.01202,571037.999314,4.25,57.48835923875061,0.00011199997581452797,0.011044200000000002,0.009036899999999999,0.9976171277037781,0.492965367965368,0.3446969696969697,0.4726758063955219,-0.05377843863284806,0.008971944444444442,0.012636388888888886,,0,0,neutre,365,0,0,30,,,31.0,73.0,62.5,57.5,50,49.6,57.32,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.5 (épuisement),71757550,120863189,5937088889.057273,10000000000.0,10000000000.0,59.4,33555131,$34M,4.31,49.6,62,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ILVUSDT,ILV,Speculative,672,4.06,569977.87807,5.455,65.329770837947,0.05208731796100691,3.2672000000000008,3.6389500000000004,1.0207966948264673,0.15692307692307686,0.0,1.4645435060935408,0.5074933497577004,2.8483333333333345,3.6072222222222226,uptrend,1,0,haussier,365,0,0,30,,,17.0,66.0,79.0,57.5,60.8,49.6,55.87,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Près du plus haut 90j (résistance),33588415,38901782,8286065.825493773,9596845.372115782,,86.3,,,,49.6,62,ml_gb+alt_blend,Altseason en formation,83.0,64.3
币安人生USDT,币安人生,Mid,113,0.5024,628910.95463,-0.554,50.203798243882424,0.0027264986785879206,0.49708800000000003,0.4627720000000001,0.7476010861754934,0.46398410332836565,0.3765524093392946,0.15409514574158154,0.22828168964159715,0.468375,0.7202138888888893,downtrend,0,1,baissier,263,0,0,30,,,28.2,73.0,62.5,57.5,34.4,49.6,55.69,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.2 (épuisement),502297391,502297391,1000000000.0,1000000000.0,1000000000.0,100.0,,,,49.6,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
OPUSDT,OP,Mid,135,0.1454,10127505.595702,4.831,70.39473450581039,0.0037423011692718465,0.102246,0.11022499999999998,1.1657731666616806,0.24331797235023034,0.006830601092896181,0.8826562134300462,0.6185376377978846,0.08554166666666665,0.12026388888888889,,0,0,neutre,365,0,0,30,,,31.0,57.0,79.0,78.5,50,49.6,57.1,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Près du plus haut 90j (résistance),334486194,624713716,2299624975.0,4294967296.0,4294967296.0,53.5,695947945,$696M,7.23,49.6,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CHIPUSDT,CHIP,Mid,302,0.04856,4437771.30607,0.434,56.346698365439,0.0001663886115668325,0.03892220000000001,,1.7398122051381228,0.38205474822575203,0.17776275768840827,0.44373973489233864,0.4971281108846572,0.024264722222222226,0.05085861111111111,macd_bullish_cross|uptrend,2,0,haussier,159,0,0,30,,,25.4,45.0,52.0,68.0,68.8,49.6,45.04,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.4 (épuisement),97213504,486067521,2000000000.0,10000000000.0,10000000000.0,20.0,213396971,$213M,-30.5,49.6,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
WUSDT,W,Mid,331,0.01288,1537980.894416,7.244,69.36058857671635,0.00020895545048556414,0.009715799999999998,0.011426749999999996,0.8408890881799992,0.2385057471264367,0.0,0.8830077358600558,0.5652409588451485,0.008216666666666666,0.01106888888888889,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,31.0,57.0,89.5,68.0,36.2,49.6,57.97,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,83925882,128611851,6525517038.0,10000000000.0,10000000000.0,65.3,1877132501,$1.9B,17.96,49.6,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ANKRUSDT,ANKR,Mid,481,0.00519,349171.253708,3.181,66.00392424826322,2.21419809857702e-05,0.0041478,0.004306899999999999,0.721153810749348,0.15206185567010314,0.001923076923076845,0.8060008555848439,0.6249436502549006,0.003372500000000001,0.004741111111111111,resistance_test|doji_4h,0,1,baissier,365,0,0,30,,,31.0,57.0,89.5,47.0,37.8,49.6,56.38,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Près du plus haut 90j (résistance),51999036,51999036,10000000000.0,10000000000.0,10000000000.0,100.0,30031902,$30M,1.56,49.6,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CYBERUSDT,CYBER,Speculative,854,0.363,550825.90635,4.31,63.866814348100334,0.007263899798868112,0.3128,0.40898999999999985,0.805984276244429,0.2823218997361477,0.04221635883905017,0.8725133642967855,0.6274735901221886,0.28838888888888886,0.3615,rsi_bearish_divergence|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,17.0,66.0,77.5,57.5,20.6,49.6,53.1,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,22154307,36274095,61074734.21333333,100000000.0,100000000.0,61.1,,,,49.6,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CBRSBUSDT,CBRSB,Speculative,,206.75,226119.01989,-2.38,56.234426987678845,1.7166411560457373,202.31079999999997,,0.6815166122407696,0.31448483408568934,0.18131781103983524,0.03887248876907401,,175.1003125,229.1928125000001,doji_4h,0,0,neutre,82,0,0,30,,,9.2,45.0,63.0,47.0,50,49.6,40.85,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.0 (épuisement),,,,,,,,,,49.6,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SUPERUSDT,SUPER,Mid,260,0.1869,1491632.5206,5.415,84.05673450676346,0.005819659018402876,0.11551000000000004,0.10757350000000006,0.872828481803262,0.11352253756260434,0.0,0.924593454915979,0.6476649529495561,0.08271944444444443,0.14163611111111116,doji_4h,0,0,neutre,365,0,0,30,,,31.0,64.0,89.5,68.0,50,49.6,61.37,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,6,⚠️ Surveiller,RSI 84 (surachat extrême)|Près du plus haut 90j (résistance),119658879,186918940,640164549.0,1000000000.0,1000000000.0,64.0,,,,49.6,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
THEUSDT,THE,Speculative,,0.0835,780835.61558,-2.681,65.49993876842797,0.0012555792931017037,0.06963799999999999,0.08546750000000007,0.7347753770050557,0.2840236686390532,0.017667844522968212,0.21029147233571913,0.2948348800011837,0.051097222222222204,0.07813333333333333,,0,0,neutre,365,0,0,30,,,17.0,48.0,71.5,57.5,50,49.6,46.79,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),,,,,,,2451168,$2M,6.73,49.6,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NOKBUSDT,NOKB,Speculative,,10.39,143111.7194,-1.423,48.93840704209434,-0.033305275890434735,10.317599999999997,,0.5056046359616496,0.2528940338379341,0.07479964381121994,0.10937042204769334,,9.080344827586206,11.011724137931031,macd_bearish_cross|doji_4h,0,1,baissier,74,0,0,30,,,9.0,45.0,78.0,47.0,36.8,49.6,43.63,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,5,⚠️ Surveiller,Volume ×0.1 (épuisement)|MACD cross baissier,,,,,,,,,,49.6,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PLTRBUSDT,PLTRB,Speculative,,189.84,117529.57594,-1.53,65.89214934087332,1.6389567000146164,177.0264,,0.485369980465447,0.11832859518317868,0.009185803757828763,0.06134967288649074,,123.33171428571427,184.6654285714286,doji_4h,0,0,neutre,89,0,0,30,,,9.4,36.0,90.0,47.0,50,49.6,44.11,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,Volume ×0.1 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.6,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SUSDT,S,Mid,220,0.04122,1447130.524387,-0.218,69.59503326462887,0.0010983961889155448,0.028806999999999992,0.0343435,1.1831399310228137,0.22197721425946343,0.05098039215686267,0.39597209400913796,0.5330444712373771,0.021840555555555554,0.034762499999999995,downtrend,0,1,baissier,365,0,0,30,,,31.0,48.0,79.0,68.0,34.4,49.6,52.02,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,2,,Volume ×0.4 (épuisement),159724400,159724400,3885497663.0,3885497663.0,,100.0,,,,49.6,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SMHBUSDT,SMHB,Speculative,,609.86,73131.08546,0.158,68.73666976182875,5.041730065174729,571.0346,,0.2926579903507324,0.0875344491496942,0.0,0.2136533259762431,,539.1991666666665,596.14875,rsi_bearish_divergence,0,1,baissier,60,0,0,30,,,8.6,36.0,90.0,47.0,36.2,49.6,43.09,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,6,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,,,,,,,,,,49.6,49,ml_gb+alt_blend,Altseason en formation,83.0,64.3
QQQBUSDT,QQQB,Speculative,,744.24,1999498.08766,-0.283,65.22373287684417,3.0527887138634267,720.7164000000001,,0.1523209470112794,0.09264045708066933,0.005345949774801866,0.20430730945262063,,688.9642857142857,734.5214285714286,downtrend,0,1,baissier,89,0,0,30,,,9.4,36.0,90.0,68.0,34.4,49.6,44.86,-2.7,≈ Neutre vs BTC,False,False,,0,,,,49.6,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,49.6,48,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FORMUSDT,FORM,Mid,251,0.3286,2273405.55208,7.844,61.27802611299065,0.00549204976741384,0.25424800000000003,0.24089300000000005,1.7729218546623968,0.2799021107372286,0.0678925035360678,1.283422313882241,0.4894245944126873,0.19293333333333332,0.29516944444444443,,0,0,neutre,365,0,0,30,,,31.0,91.0,56.5,68.0,50,49.5,63.33,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,0,,,125701211,188387571,381867255.14,572301922.1,580000000.0,66.7,,,,49.5,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ARUSDT,AR,Mid,150,4.724,4249616.79731,-0.148,74.59636366053242,0.11739126711937836,2.66044,2.13882,1.6105659904106635,0.1885633270321361,0.013738551207327192,0.7797487326340371,0.5354725212353454,1.760944444444444,3.631666666666666,uptrend,1,0,haussier,365,0,0,30,,,31.0,73.0,68.5,68.0,60.8,49.5,60.26,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),310896403,310896403,65652466.0,65652466.0,66000000.0,100.0,,,,49.5,62,ml_gb+alt_blend,Altseason en formation,83.0,64.3
COTIUSDT,COTI,Speculative,521,0.01585,2884808.81104,-5.26,48.52128730630925,-0.000524062692106152,0.014301799999999993,0.012398600000000004,1.9326158644713807,0.4389820705610179,0.3747534516765286,0.47647885741787915,-0.12316420663189004,0.0076102777777777774,0.01868527777777778,uptrend,1,0,haussier,365,0,0,30,,,17.0,73.0,41.5,68.0,60.8,49.5,50.23,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,3,,Volume ×0.5 (épuisement),47269736,47270308,2979560602.83,2979596663.294341,4910000000.0,100.0,,,,49.5,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
EULUSDT,EUL,Speculative,636,1.481,1098049.15848,3.639,62.40663091142754,0.015313203489818523,1.29964,1.1836499999999999,0.6159133605733,0.5154819014391627,0.3549934583515046,0.9546629464877899,0.2587124023110694,0.9868333333333332,1.6057222222222223,rsi_bearish_divergence,0,1,baissier,349,0,0,30,,,16.6,82.0,53.5,68.0,36.2,49.5,54.85,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,2,,Divergence RSI baissière,35546143,40214562,24027225.23484756,27182818.28459,27182818.0,88.4,354505774,$355M,-1.51,49.5,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
OPENUSDT,OPEN,Speculative,709,0.1427,1056098.95502,2.81,51.57650813978533,0.0015144611984633173,0.151056,0.17791150000000006,0.8454653379249092,0.44706994328922495,0.3256143667296787,0.7337531712490041,0.3648653898663295,0.12719166666666668,0.19429722222222223,support_bounce,1,0,haussier,365,0,0,30,,,17.0,46.0,68.5,68.0,59.5,49.5,46.74,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,0,,,30794597,142898364,215500000.0,1000000000.0,1000000000.0,21.6,,,,49.5,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SAPIENUSDT,SAPIEN,Speculative,935,0.0816,253492.24754,2.0,56.197153870636825,0.0007844245219710945,0.07806200000000002,0.08298350000000003,0.6205936716976712,0.16352941176470598,0.05176470588235295,0.3451676524534863,0.34563753510784084,0.07275277777777776,0.08399444444444443,double_top_90d,0,1,baissier,325,0,0,30,,,15.9,57.0,89.5,47.0,32.0,49.5,52.26,-2.8,≈ Neutre vs BTC,False,False,,0,,,,49.5,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Double sommet,18961951,80308677,236113350.47853625,1000000000.0,1000000000.0,23.6,,,,49.5,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
